"name_with_owner","author","message","is_core"
"archesproject/arches","njkim","Remove details for adding the module, #9748",1
"netbox-community/netbox","decoupca","Closes #11017: increase maximum power draw (#12587)

* Convert power draw/max draw to PositiveIntegerField

* Closes #11017: Increase maximum power draw

* Rename migration file for clarity

---------

Co-authored-by: jeremystretch <jstretch@netboxlabs.com>",0
"awsdocs/aws-doc-sdk-examples","tkhill-AWS","Swap snippet tags for Kotlin's presigned URL example  (#5618)

Swap snippets

's3.kotlin.getObjectMoreOptions.main' with 's3.kotlin.presign_putObject.main'
add 'settings.gradle.kts' to s3 directory to appease Intellij's need for a project model
https://sim.amazon.com/issues/V1051009809",0
"PhantomBot/PhantomBot","gmt2001","Make final",1
"PhantomBot/PhantomBot","gmt2001","Remove old property",1
"PhantomBot/PhantomBot","gmt2001","Cancel upgrade on fatal exceptions",1
"pingcap/docs","qiancai","fix the operator info (#15291)",1
"weaviate/weaviate","redouan-rhazouani","Merge pull request #3310 from weaviate/feature/backup_prepare_compression

Disallow restoring backup from higher version",0
"PhantomBot/PhantomBot","Sartharon","Properly limit command paramter for sub/reg luck",0
"postmanlabs/postman-docs","DanielKimmelmann1","updating date.",0
"archesproject/arches","chiatt","Merge pull request #9482 from archesproject/9481_replace_psycopg2_binary

Replace psycopg2-binary with psycopg2, re #9481",1
"archesproject/arches","chiatt","Merge pull request #9918 from archesproject/9917-add-missing-migration

Add missing migration from #9451",1
"postmanlabs/postman-docs","tristandenyer","[MARKENG-1813] update print CSS file for icons that were too small",1
"awsdocs/aws-doc-sdk-examples","DavidSouther","Rust: Use dedicated 16 core runner (#5623)",0
"postmanlabs/postman-docs","nerminamiller-postman","Apply suggestions from code review",0
"weaviate/weaviate","trengrj","Merge pull request #3044 from weaviate/hnsw-deserialization-links

Do not assume node is out of bounds in deserializer",0
"netbox-community/netbox","jeremystretch","Include notes re: demo data and netbox-docker",1
"pingcap/docs","ti-chi-bot","cloud: update the default value of tidb_analyze_version (#15067) (#15072)",1
"weaviate/weaviate","asdine","async: add new shard INDEXING state",0
"weaviate/weaviate","asdine","use correct env var",0
"postmanlabs/postman-docs","petewitcher-postman","Updated images, fixed typos",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Wording change",0
"xamarin/xamarin-macios","rolfbjarne","[msbuild] Don't try to read a file that might not exist in the XamarinBuildTask task. (#19327)

This isn't very helpful:

	packs\Microsoft.iOS.Windows.Sdk\16.4.7123-ci.issue-19229\tools\msbuild\iOS\Xamarin.iOS.Common.After.targets(321,3): MessagingRemoteException: An error occurred on client Build1647107 while executing a reply for topic xvs/build/16.4.7107/execute-task/issue19229/ba129ce002fFindILLink
	AggregateException: One or more errors occurred.
	FileNotFoundException: Could not find file ""/var/folders/43/h027tm1n101cdrq2_b6n9n2m0000gn/T/tmp2f66981e.tmp/Output.txt""

Now we'll get a much better error message that includes what 'dotnet build'
failed to do.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Partner Workspace Editor and Viewer roles",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1019-account-linking",0
"xamarin/xamarin-macios","rolfbjarne","Merge remote-tracking branch 'origin/net8.0' into bump-main-in-net8.0-2023-09-01",1
"PhantomBot/PhantomBot","gmt2001","Merge branch 'master' into maj-1",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages (Stable)",1
"PhantomBot/PhantomBot","gmt2001","Add additional output to DataStoreConverter",1
"weaviate/weaviate","abdelr","Moving test to proper file",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/getting-started/exploring-public-api-network.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",0
"netbox-community/netbox","kkthxbye-code","Fix the filtervar being set to site_id instead of site in SiteView related_models",0
"netbox-community/netbox","arthanson","12591 config params admin (#12904)

* 12591 initial commit

* 12591 detail view

* 12591 add/edit view

* 12591 edit button

* 12591 base views and forms

* 12591 form cleanup

* 12591 form cleanup

* 12591 form cleanup

* 12591 review changes

* 12591 move check for restrictedqueryset

* 12591 restore view

* 12591 restore page styling

* 12591 remove admin

* Remove edit view for ConfigRevision instances

* Order ConfigRevisions by creation time

* Correct permission name

* Use RestrictedQuerySet for ConfigRevision

* Fix redirect URL

---------

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>",0
"postmanlabs/postman-docs","mark-anthony-postman","Add debugging errors when using data files",1
"postmanlabs/postman-docs","mark-anthony-postman","Update screenshots for latest preview build",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1257-performance-testing-updates",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1302-root-schema-file",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Matthew's feedback",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1448-app-install-nudges",1
"PhantomBot/PhantomBot","gmt2001","Fix Rhino string on commercial autotimer",1
"PhantomBot/PhantomBot","gmt2001","Add (nl)
Fix using wrong replaceAll",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3250 from Sartharon/database

[Quality of Life] Check if H2 is in use",1
"PhantomBot/PhantomBot","gmt2001","Fix DurationString reference
closes PhantomBot/PhantomBot#3426",1
"PhantomBot/PhantomBot","gmt2001","Add prepareConnection",1
"PhantomBot/PhantomBot","gmt2001","Refresh subscriptions hourly
Change subscription cleanup to not seen within 1:45
Don't remove all subscriptions on connect",1
"PhantomBot/PhantomBot","gmt2001","Move table cache to Datastore2",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3228 from Sartharon/permission

Fix potential permission bugs",1
"lvgl/lvgl","zjanosy","feat(fs): add support for memory-mapped files (#4462)

Co-authored-by: Zoltan Janosy <zjanosy@fishman.com>
Co-authored-by: Gabor Kiss-Vamosi <kisvegabor@gmail.com>",0
"weaviate/weaviate","dirkkul","Sanity check for result and weight length",0
"netbox-community/netbox","DanSheps","Fixes: #14023 - Fixes bulk disconnecting with multiple components attached to the same cable (#14029)

* Fixes: #14023 - Fixes bulk disconnecting with multiple components attached to the same cable

* Update netbox/dcim/views.py

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>

* Update netbox/dcim/views.py

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>

* Update netbox/dcim/views.py

Co-authored-by: Daniel Sheppard <dans@dansheps.com>

* Code cleanup & i18n fix

* Restore original termination count logic

---------

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>",1
"pingcap/docs","hongshaoyang","dm: Cleanup typo in feature-online-ddl and update dm-faq (#14481)",0
"PhantomBot/PhantomBot","Sartharon","Coday & Cleanup & Changes",0
"PhantomBot/PhantomBot","gmt2001","Enable backups for H2
Remove no-op check",1
"weaviate/weaviate","antas-marcin","Update go client in acceptance tests",1
"archesproject/arches","chiatt","Log traceback if publish or unpublish fails, re #9575",1
"archesproject/arches","chiatt","Merge pull request #9888 from archesproject/9886_add_migration_for_tile_excel_import

Add migration for tile excel importer, re #9886",1
"archesproject/arches","chiatt","Simplify value check, re #9648",1
"archesproject/arches","chiatt","Merge pull request #9313 from archesproject/merge_62x_into_74x

Update 7.4 with fix #9307 fix in 6.2",1
"weaviate/weaviate","donomii","Regenerate reformat",0
"netbox-community/netbox","jeremystretch","Display last_updated time only if defined",1
"netbox-community/netbox","jeremystretch","Fixes #13605: Specify batch size for cached counter migrations (#13610)

* Specify batch size for cached counter migrations

* Remove list() casting of querysets",1
"weaviate/weaviate","donomii","Put cut results in correct place",0
"xamarin/xamarin-macios","rolfbjarne","[net8.0] Merge main into net8.0. (#18609)",1
"weaviate/weaviate","aliszka","temporarily disables auth test",0
"lvgl/lvgl","kisvegabor","fix(rlettie): fix cache usage",1
"archesproject/arches","chrabyrd","nit #9304",1
"PhantomBot/PhantomBot","gmt2001","Fix potential ArrayIndexOutOfBoundsException on parseCookies",1
"PhantomBot/PhantomBot","gmt2001","Merge branch 'master' into maj-1",1
"PhantomBot/PhantomBot","gmt2001","Remove modification of $.users outside of chatters update",1
"PhantomBot/PhantomBot","gmt2001","Split main init logic into package private method",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"postmanlabs/postman-docs","mark-anthony-postman","Update file type format",1
"postmanlabs/postman-docs","mark-anthony-postman","Update dates",1
"postmanlabs/postman-docs","mark-anthony-postman","Update configuration steps",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1275-split-generating-api-docs",1
"postmanlabs/postman-docs","mark-anthony-postman","Update src/pages/docs/sending-requests/capturing-request-data/interceptor.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","mark-anthony-postman","Update embedding videos intro",1
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/writing-scripts/test-scripts.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",1
"archesproject/arches","RobOatesHistoricEngland","Update 9477_fix_for_spatial_view_dbf_function_table_alias_error.py

Update dependency",0
"archesproject/arches","njkim","Fix how/when to get graphid, #9944",1
"archesproject/arches","njkim","Update celery cancelling, #9219",1
"PhantomBot/PhantomBot","gmt2001","Add help to launcher",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-955-collection-overview-tab",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1128-edit-custom-rules",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Update steps, roles, wording, frontmatter",0
"xamarin/xamarin-macios","rolfbjarne","[net8.0] Merge main into net8.0.",1
"weaviate/weaviate","asdine","Apply review changes",0
"archesproject/arches","johnatawnclementawn","nit #9346, #9345",0
"weaviate/weaviate","aliszka","improves auto schema

errors on:
- unrecognized data types
- mixed data types in array
- nested arrays
changes fallback data type for arrays
adds support for uuid/uuid[]",0
"weaviate/weaviate","tsmith023","add missing impls",0
"lvgl/lvgl","kisvegabor","ci(render): integrate lv_demo_render to the unit tests",1
"postmanlabs/postman-docs","petewitcher-postman","Clarifying use cases",0
"PhantomBot/PhantomBot","gmt2001","Use this
Make classes final
Fix doc-comment",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3204 from gmt2001/patch-633

Patch 633",1
"PhantomBot/PhantomBot","gmt2001","Deprecate PreRelease marker",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3234 from gmt2001/patch-650

toString",1
"PhantomBot/PhantomBot","gmt2001","Fix nullability of section",1
"PhantomBot/PhantomBot","gmt2001","Implement Record8",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3121 from gmt2001/patch-569

Patch 569",1
"PhantomBot/PhantomBot","gmt2001","Move init logic to init() method",1
"PhantomBot/PhantomBot","gmt2001","Fix follow query",1
"PhantomBot/PhantomBot","gmt2001","Add resourceUrl",1
"PhantomBot/PhantomBot","gmt2001","Fix reconnect loop",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"postmanlabs/postman-docs","mark-anthony-postman","Add viewable metrics",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1008-restructure-remote-git",1
"archesproject/arches","njkim","Add the loading status, #10040",1
"archesproject/arches","njkim","Check if graph and mappings are selected, #9912",1
"archesproject/arches","chrabyrd","get serialized graphs #9446",1
"postmanlabs/postman-docs","akinard-postman","Update src/pages/docs/collaborating-in-postman/working-with-your-team/discussing-your-work.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",0
"archesproject/arches","johnatawnclementawn","nit #9344",0
"archesproject/arches","johnatawnclementawn","nit #9350",0
"weaviate/weaviate","parkerduckworth","implement pread for replace strategy cursor (#3727)",0
"pingcap/docs","ekexium","tikv: add the user's guide of stale read and safe ts (#14524)",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1424-intro-overview-refresh",0
"archesproject/arches","SDScandrettKint","geojson js changes",0
"postmanlabs/postman-docs","akinard-postman","Minor revisions",0
"pingcap/docs","wd0517","develop: update peewee guide (#14907)",0
"PhantomBot/PhantomBot","gmt2001","Add note about monitor only and restarts
Add info on valid timezones",1
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/postman-cli/postman-cli-options.md

Co-authored-by: Rutvik G <97081693+rutvik-gs@users.noreply.github.com>",0
"archesproject/arches","ryan86","Make fix to docstring, re #9632",1
"weaviate/weaviate","etiennedi","adjust cycle manager test",1
"xamarin/xamarin-macios","mandel-macaque","[CI] Onboard to tsa so that policheck exceptions can be added via workitems. (#18504)",1
"postmanlabs/postman-docs","petewitcher-postman","Merge pull request #4771 from postmanlabs/pw/table-fix

Removed vestigial tables",0
"archesproject/arches","apeters","fix translation string, re #9465",1
"archesproject/arches","njkim","Fix migration order, #9219",1
